sampleID_unique,score,module,sampleID,genotype,treatment_protocol,timepoint,fullSampleID,sex,experimentalBatch,treatment,genotype_treatment,genotype_timepoint,genotype_timepoint_treatment,genotype_timepoint_treatment_batch,seq_run,cell_set,sampleID_original,day_num
Set4_SAB68,-0.03740038472107721,curated_pluripotency,SAB68,T21,1uM RA D3-D5,D8,S4T21_D8_RA_1,M,1,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_1,2,Set4,SAB68,8
Set4_SAB69,-0.01137675185490522,curated_pluripotency,SAB69,D21,No Treatment,D10,S4D21_D10_NT_1,M,1,CTRL,D21_CTRL,D21_D10,D21_D10_CTRL,D21_D10_CTRL_1,2,Set4,SAB69,10
Set4_SAB70,-0.049189337730145666,curated_pluripotency,SAB70,T21,No Treatment,D10,S4T21_D10_NT_1,M,1,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_1,2,Set4,SAB70,10
Set4_SAB71,-0.031428047998534436,curated_pluripotency,SAB71,D21,1uM RA D3-D5,D10,S4D21_D10_RA_1,M,1,RA,D21_RA,D21_D10,D21_D10_RA,D21_D10_RA_1,2,Set4,SAB71,10
Set4_SAB72,-0.0738252267106348,curated_pluripotency,SAB72,T21,1uM RA D3-D5,D10,S4T21_D10_RA_1,M,1,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_1,2,Set4,SAB72,10
Set4_SAB74,0.0206237977466337,curated_pluripotency,SAB74,T21,No Treatment,D8,S4T21_D8_NT_3,M,3,CTRL,T21_CTRL,T21_D8,T21_D8_CTRL,T21_D8_CTRL_3,2,Set4,SAB74,8
Set4_SAB76,-0.03052120545937531,curated_pluripotency,SAB76,T21,1uM RA D3-D5,D8,S4T21_D8_RA_3,M,3,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_3,2,Set4,SAB76,8
Set4_SAB78,-0.02991664376660258,curated_pluripotency,SAB78,T21,No Treatment,D10,S4T21_D10_NT_3,M,3,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_3,2,Set4,SAB78,10
Set4_SAB80,-0.06277365576623617,curated_pluripotency,SAB80,T21,1uM RA D3-D5,D10,S4T21_D10_RA_3,M,3,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_3,2,Set4,SAB80,10
Set4_SAB81,0.056663918658972245,curated_pluripotency,SAB81,D21,No Treatment,D8,S4D21_D8_NT_4,M,4,CTRL,D21_CTRL,D21_D8,D21_D8_CTRL,D21_D8_CTRL_4,2,Set4,SAB81,8
Set4_SAB82,0.021645140606393776,curated_pluripotency,SAB82,T21,No Treatment,D8,S4T21_D8_NT_4,M,4,CTRL,T21_CTRL,T21_D8,T21_D8_CTRL,T21_D8_CTRL_4,2,Set4,SAB82,8
Set4_SAB83,0.027553357149400104,curated_pluripotency,SAB83,D21,1uM RA D3-D5,D8,S4D21_D8_RA_4,M,4,RA,D21_RA,D21_D8,D21_D8_RA,D21_D8_RA_4,2,Set4,SAB83,8
Set4_SAB84,-0.020999358798204693,curated_pluripotency,SAB84,T21,1uM RA D3-D5,D8,S4T21_D8_RA_4,M,4,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_4,2,Set4,SAB84,8
Set4_SAB85,0.02797471832921128,curated_pluripotency,SAB85,D21,No Treatment,D10,S4D21_D10_NT_4,M,4,CTRL,D21_CTRL,D21_D10,D21_D10_CTRL,D21_D10_CTRL_4,2,Set4,SAB85,10
Set4_SAB86,-0.018077310616469666,curated_pluripotency,SAB86,T21,No Treatment,D10,S4T21_D10_NT_4,M,4,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_4,2,Set4,SAB86,10
Set4_SAB87,-0.0022121461940093345,curated_pluripotency,SAB87,D21,1uM RA D3-D5,D10,S4D21_D10_RA_4,M,4,RA,D21_RA,D21_D10,D21_D10_RA,D21_D10_RA_4,2,Set4,SAB87,10
Set4_SAB88,-0.0396858111202712,curated_pluripotency,SAB88,T21,1uM RA D3-D5,D10,S4T21_D10_RA_4,M,4,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_4,2,Set4,SAB88,10
Set2_SB001,0.22501603004488413,curated_pluripotency,SB001,D21,NA,D3,S2D21_D3_NT_1,M,1,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_1,1,Set2,SB001,3
Set2_SB002,0.21793991023174863,curated_pluripotency,SB002,D21,NA,D3,S2D21_D3_NT_2,M,2,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_2,1,Set2,SB002,3
Set2_SB003,0.21802235046258123,curated_pluripotency,SB003,D21,NA,D3,S2D21_D3_NT_3,M,3,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_3,1,Set2,SB003,3
Set2_SB004,0.1816249885499679,curated_pluripotency,SB004,T21,NA,D3,S2T21_D3_NT_1,M,1,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_1,1,Set2,SB004,3
Set2_SB005,0.1817165888064487,curated_pluripotency,SB005,T21,NA,D3,S2T21_D3_NT_2,M,2,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_2,1,Set2,SB005,3
Set2_SB006,0.16301181643308604,curated_pluripotency,SB006,T21,NA,D3,S2T21_D3_NT_3,M,3,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_3,1,Set2,SB006,3
Set2_SB007,0.21288357607401298,curated_pluripotency,SB007,D21,NA,D4,S2D21_D4_NT_1,M,1,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_1,1,Set2,SB007,4
Set2_SB008,0.19563982779151778,curated_pluripotency,SB008,D21,NA,D4,S2D21_D4_NT_2,M,2,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_2,1,Set2,SB008,4
Set2_SB009,0.1917834569936796,curated_pluripotency,SB009,D21,NA,D4,S2D21_D4_NT_3,M,3,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_3,1,Set2,SB009,4
Set2_SB010,0.1576852615187323,curated_pluripotency,SB010,T21,NA,D4,S2T21_D4_NT_1,M,1,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_1,1,Set2,SB010,4
Set2_SB011,0.15489603370889438,curated_pluripotency,SB011,T21,NA,D4,S2T21_D4_NT_2,M,2,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_2,1,Set2,SB011,4
Set2_SB012,0.1467527709077585,curated_pluripotency,SB012,T21,NA,D4,S2T21_D4_NT_3,M,3,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_3,1,Set2,SB012,4
Set2_SB013,0.19689475130530365,curated_pluripotency,SB013,D21,NA,D4,S2D21_D4_1uM_RA_1,M,1,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_1,1,Set2,SB013,4
Set2_SB014,0.17780067784189801,curated_pluripotency,SB014,D21,NA,D4,S2D21_D4_1uM_RA_2,M,2,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_2,1,Set2,SB014,4
Set2_SB015,0.19462306494458181,curated_pluripotency,SB015,D21,NA,D4,S2D21_D4_1uM_RA_3,M,3,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_3,1,Set2,SB015,4
Set2_SB016,0.13955757076119812,curated_pluripotency,SB016,T21,NA,D4,S2T21_D4_1uM_RA_1,M,1,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_1,1,Set2,SB016,4
Set2_SB017,0.13749198497755788,curated_pluripotency,SB017,T21,NA,D4,S2T21_D4_1uM_RA_2,M,2,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_2,1,Set2,SB017,4
Set2_SB018,0.10471283319593294,curated_pluripotency,SB018,T21,NA,D4,S2T21_D4_1uM_RA_3,M,3,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_3,1,Set2,SB018,4
Set2_SB019,0.1444536044700926,curated_pluripotency,SB019,D21,NA,D5,S2D21_D5_NT_1,M,1,CTRL,D21_CTRL,D21_D5,D21_D5_CTRL,D21_D5_CTRL_1,1,Set2,SB019,5
Set2_SB020,0.15522579463222497,curated_pluripotency,SB020,D21,NA,D5,S2D21_D5_NT_2,M,2,CTRL,D21_CTRL,D21_D5,D21_D5_CTRL,D21_D5_CTRL_2,1,Set2,SB020,5
Set2_SB021,0.16230191444536046,curated_pluripotency,SB021,D21,NA,D5,S2D21_D5_NT_3,M,3,CTRL,D21_CTRL,D21_D5,D21_D5_CTRL,D21_D5_CTRL_3,1,Set2,SB021,5
Set2_SB022,0.11709718787212609,curated_pluripotency,SB022,T21,NA,D5,S2T21_D5_NT_1,M,1,CTRL,T21_CTRL,T21_D5,T21_D5_CTRL,T21_D5_CTRL_1,1,Set2,SB022,5
Set2_SB023,0.1231015846844371,curated_pluripotency,SB023,T21,NA,D5,S2T21_D5_NT_2,M,2,CTRL,T21_CTRL,T21_D5,T21_D5_CTRL,T21_D5_CTRL_2,1,Set2,SB023,5
Set2_SB024,0.1028167078867821,curated_pluripotency,SB024,T21,NA,D5,S2T21_D5_NT_3,M,3,CTRL,T21_CTRL,T21_D5,T21_D5_CTRL,T21_D5_CTRL_3,1,Set2,SB024,5
Set2_SB025,0.11881927269396353,curated_pluripotency,SB025,D21,NA,D5,S2D21_D5_1uM_RA_1,M,1,RA,D21_RA,D21_D5,D21_D5_RA,D21_D5_RA_1,1,Set2,SB025,5
Set2_SB026,0.1269396354309792,curated_pluripotency,SB026,D21,NA,D5,S2D21_D5_1uM_RA_2,M,2,RA,D21_RA,D21_D5,D21_D5_RA,D21_D5_RA_2,1,Set2,SB026,5
Set2_SB027,0.13265549143537603,curated_pluripotency,SB027,D21,NA,D5,S2D21_D5_1uM_RA_3,M,3,RA,D21_RA,D21_D5,D21_D5_RA,D21_D5_RA_3,1,Set2,SB027,5
Set2_SB028,0.10054044151323627,curated_pluripotency,SB028,T21,NA,D5,S2T21_D5_1uM_RA_1,M,1,RA,T21_RA,T21_D5,T21_D5_RA,T21_D5_RA_1,1,Set2,SB028,5
Set2_SB029,0.09180635705779971,curated_pluripotency,SB029,T21,NA,D5,S2T21_D5_1uM_RA_2,M,2,RA,T21_RA,T21_D5,T21_D5_RA,T21_D5_RA_2,1,Set2,SB029,5
Set2_SB030,0.06665292662819455,curated_pluripotency,SB030,T21,NA,D5,S2T21_D5_1uM_RA_3,M,3,RA,T21_RA,T21_D5,T21_D5_RA,T21_D5_RA_3,1,Set2,SB030,5
Set2_SB031,0.06650636621782546,curated_pluripotency,SB031,D21,NA,D7,S2D21_D7_NT_1,M,1,CTRL,D21_CTRL,D21_D7,D21_D7_CTRL,D21_D7_CTRL_1,1,Set2,SB031,7
Set2_SB032,0.06401483924154983,curated_pluripotency,SB032,D21,NA,D7,S2D21_D7_NT_2,M,2,CTRL,D21_CTRL,D21_D7,D21_D7_CTRL,D21_D7_CTRL_2,1,Set2,SB032,7
Set2_SB033,0.06913529357882198,curated_pluripotency,SB033,D21,NA,D7,S2D21_D7_NT_3,M,3,CTRL,D21_CTRL,D21_D7,D21_D7_CTRL,D21_D7_CTRL_3,1,Set2,SB033,7
Set2_SB034,0.04487038563707979,curated_pluripotency,SB034,T21,NA,D7,S2T21_D7_NT_1,M,1,CTRL,T21_CTRL,T21_D7,T21_D7_CTRL,T21_D7_CTRL_1,1,Set2,SB034,7
Set2_SB035,0.04787487404964741,curated_pluripotency,SB035,T21,NA,D7,S2T21_D7_NT_2,M,2,CTRL,T21_CTRL,T21_D7,T21_D7_CTRL,T21_D7_CTRL_2,1,Set2,SB035,7
Set2_SB036,0.047632133369973406,curated_pluripotency,SB036,T21,NA,D7,S2T21_D7_NT_3,M,3,CTRL,T21_CTRL,T21_D7,T21_D7_CTRL,T21_D7_CTRL_3,1,Set2,SB036,7
Set2_SB037,0.058615004122011594,curated_pluripotency,SB037,D21,NA,D7,S2D21_D7_1uM_RA_1,M,1,RA,D21_RA,D21_D7,D21_D7_RA,D21_D7_RA_1,1,Set2,SB037,7
Set2_SB038,0.06335073738206465,curated_pluripotency,SB038,D21,NA,D7,S2D21_D7_1uM_RA_2,M,2,RA,D21_RA,D21_D7,D21_D7_RA,D21_D7_RA_2,1,Set2,SB038,7
Set2_SB039,0.08069066593386454,curated_pluripotency,SB039,D21,NA,D7,S2D21_D7_1uM_RA_3,M,3,RA,D21_RA,D21_D7,D21_D7_RA,D21_D7_RA_3,1,Set2,SB039,7
Set2_SB040,0.047022991664376734,curated_pluripotency,SB040,T21,NA,D7,S2T21_D7_1uM_RA_1,M,1,RA,T21_RA,T21_D7,T21_D7_RA,T21_D7_RA_1,1,Set2,SB040,7
Set2_SB041,0.04217733809654667,curated_pluripotency,SB041,T21,NA,D7,S2T21_D7_1uM_RA_2,M,2,RA,T21_RA,T21_D7,T21_D7_RA,T21_D7_RA_2,1,Set2,SB041,7
Set2_SB042,0.02853805990656777,curated_pluripotency,SB042,T21,NA,D7,S2T21_D7_1uM_RA_3,M,3,RA,T21_RA,T21_D7,T21_D7_RA,T21_D7_RA_3,1,Set2,SB042,7
Set3_SAB01,0.07301914445360447,curated_hh_activity,SAB01,D21,No Treatment,D3,S3D21_D3_ctrl_1,F,1,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_1,1,Set3,SAB01,3
Set3_SAB02,0.05275258770724567,curated_hh_activity,SAB02,T21,No Treatment,D3,S3T21 _D3 _ctrl_1,F,1,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_1,1,Set3,SAB02,3
Set3_SAB03,0.15565631583768436,curated_hh_activity,SAB03,D21,No Treatment,D4,S3D21_D4_ctrl_1,F,1,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_1,1,Set3,SAB03,4
Set3_SAB04,0.1129431162407255,curated_hh_activity,SAB04,T21,No Treatment,D4,S3T21 _D4 _ctrl_1,F,1,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_1,1,Set3,SAB04,4
Set3_SAB05,0.17913804158651636,curated_hh_activity,SAB05,D21,1uM RA D3-D5,D4,S3D21_D4_RA_1,F,1,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_1,1,Set3,SAB05,4
Set3_SAB06,0.16844371164239258,curated_hh_activity,SAB06,T21,1uM RA D3-D5,D4,S3T21 _D4_RA_1,F,1,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_1,1,Set3,SAB06,4
Set3_SAB07,0.16139049189337729,curated_hh_activity,SAB07,D21,No Treatment,D6,S3D21_D6_ctrl_1,F,1,CTRL,D21_CTRL,D21_D6,D21_D6_CTRL,D21_D6_CTRL_1,1,Set3,SAB07,6
Set3_SAB08,0.13282037189704132,curated_hh_activity,SAB08,T21,No Treatment,D6,S3T21 _D6_ctrl_1,F,1,CTRL,T21_CTRL,T21_D6,T21_D6_CTRL,T21_D6_CTRL_1,1,Set3,SAB08,6
Set3_SAB09,0.17953650270220756,curated_hh_activity,SAB09,D21,1uM RA D3-D5,D6,S3D21_D6_RA_1,F,1,RA,D21_RA,D21_D6,D21_D6_RA,D21_D6_RA_1,1,Set3,SAB09,6
Set3_SAB10,0.14459100485481358,curated_hh_activity,SAB10,T21,1uM RA D3-D5,D6,S3T21 _D6_RA_1,F,1,RA,T21_RA,T21_D6,T21_D6_RA,T21_D6_RA_1,1,Set3,SAB10,6
Set3_SAB11,0.11717962810295868,curated_hh_activity,SAB11,D21,No Treatment,D8,S3D21_D8_ctrl_1,F,1,CTRL,D21_CTRL,D21_D8,D21_D8_CTRL,D21_D8_CTRL_1,1,Set3,SAB11,8
Set3_SAB12,0.082142529999084,curated_hh_activity,SAB12,T21,No Treatment,D8,S3T21 _D8_ctrl_1,F,1,CTRL,T21_CTRL,T21_D8,T21_D8_CTRL,T21_D8_CTRL_1,1,Set3,SAB12,8
Set3_SAB13,0.13847668773472566,curated_hh_activity,SAB13,D21,1uM RA D3-D5,D8,S3D21_D8_RA_1,F,1,RA,D21_RA,D21_D8,D21_D8_RA,D21_D8_RA_1,1,Set3,SAB13,8
Set3_SAB14,0.06348813776678575,curated_hh_activity,SAB14,T21,1uM RA D3-D5,D8,S3T21 _D8_RA_1,F,1,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_1,1,Set3,SAB14,8
Set3_SAB15,0.0686772922964185,curated_hh_activity,SAB15,D21,No Treatment,D10,S3D21_D10_ctrl_1,F,1,CTRL,D21_CTRL,D21_D10,D21_D10_CTRL,D21_D10_CTRL_1,1,Set3,SAB15,10
Set3_SAB16,0.05028854080791423,curated_hh_activity,SAB16,T21,No Treatment,D10,S3T21 _D10_ctrl_1,F,1,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_1,1,Set3,SAB16,10
Set3_SAB17,0.11117523129064766,curated_hh_activity,SAB17,D21,1uM RA D3-D5,D10,S3D21_D10_RA_1,F,1,RA,D21_RA,D21_D10,D21_D10_RA,D21_D10_RA_1,1,Set3,SAB17,10
Set3_SAB18,0.044902445726847984,curated_hh_activity,SAB18,T21,1uM RA D3-D5,D10,S3T21 _D10_RA_1,F,1,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_1,1,Set3,SAB18,10
Set3_SAB19,0.07233672254282308,curated_hh_activity,SAB19,D21,No Treatment,D3,S3D21_D3_ctrl_2,F,2,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_2,1,Set3,SAB19,3
Set3_SAB20,0.044916185765320193,curated_hh_activity,SAB20,T21,No Treatment,D3,S3T21 _D3 _ctrl_2,F,2,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_2,1,Set3,SAB20,3
Set3_SAB21,0.09834661537052303,curated_hh_activity,SAB21,D21,No Treatment,D4,S3D21_D4_ctrl_2,F,2,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_2,1,Set3,SAB21,4
Set3_SAB22,0.07424200787762214,curated_hh_activity,SAB22,T21,No Treatment,D4,S3T21 _D4 _ctrl_2,F,2,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_2,1,Set3,SAB22,4
Set3_SAB23,0.1266831547128332,curated_hh_activity,SAB23,D21,1uM RA D3-D5,D4,S3D21_D4_RA_2,F,2,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_2,1,Set3,SAB23,4
Set3_SAB24,0.1028579280021984,curated_hh_activity,SAB24,T21,1uM RA D3-D5,D4,S3T21 _D4_RA_2,F,2,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_2,1,Set3,SAB24,4
Set3_SAB25,0.1371026838875149,curated_hh_activity,SAB25,D21,No Treatment,D6,S3D21_D6_ctrl_2,F,2,CTRL,D21_CTRL,D21_D6,D21_D6_CTRL,D21_D6_CTRL_2,1,Set3,SAB25,6
Set3_SAB26,0.12113217917010166,curated_hh_activity,SAB26,T21,No Treatment,D6,S3T21 _D6_ctrl_2,F,2,CTRL,T21_CTRL,T21_D6,T21_D6_CTRL,T21_D6_CTRL_2,1,Set3,SAB26,6
Set3_SAB27,0.11176605294494824,curated_hh_activity,SAB27,D21,1uM RA D3-D5,D6,S3D21_D6_RA_2,F,2,RA,D21_RA,D21_D6,D21_D6_RA,D21_D6_RA_2,1,Set3,SAB27,6
Set3_SAB28,0.08118530731886042,curated_hh_activity,SAB28,T21,1uM RA D3-D5,D6,S3T21 _D6_RA_2,F,2,RA,T21_RA,T21_D6,T21_D6_RA,T21_D6_RA_2,1,Set3,SAB28,6
Set3_SAB29,0.0685673719886416,curated_hh_activity,SAB29,D21,No Treatment,D8,S3D21_D8_ctrl_2,F,2,CTRL,D21_CTRL,D21_D8,D21_D8_CTRL,D21_D8_CTRL_2,1,Set3,SAB29,8
Set3_SAB30,0.09873133644774201,curated_hh_activity,SAB30,T21,No Treatment,D8,S3T21 _D8_ctrl_2,F,2,CTRL,T21_CTRL,T21_D8,T21_D8_CTRL,T21_D8_CTRL_2,1,Set3,SAB30,8
Set3_SAB31,0.08429971603920494,curated_hh_activity,SAB31,D21,1uM RA D3-D5,D8,S3D21_D8_RA_2,F,2,RA,D21_RA,D21_D8,D21_D8_RA,D21_D8_RA_2,1,Set3,SAB31,8
Set3_SAB32,0.017390308692864287,curated_hh_activity,SAB32,T21,1uM RA D3-D5,D8,S3T21 _D8_RA_2,F,2,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_2,1,Set3,SAB32,8
Set3_SAB33,0.03241275075570216,curated_hh_activity,SAB33,D21,No Treatment,D10,S3D21_D10_ctrl_2,F,2,CTRL,D21_CTRL,D21_D10,D21_D10_CTRL,D21_D10_CTRL_2,1,Set3,SAB33,10
Set3_SAB34,0.07583127232756248,curated_hh_activity,SAB34,T21,No Treatment,D10,S3T21 _D10_ctrl_2,F,2,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_2,1,Set3,SAB34,10
Set3_SAB35,0.03773930567005579,curated_hh_activity,SAB35,D21,1uM RA D3-D5,D10,S3D21_D10_RA_2,F,2,RA,D21_RA,D21_D10,D21_D10_RA,D21_D10_RA_2,1,Set3,SAB35,10
Set3_SAB36,0.02013373637446192,curated_hh_activity,SAB36,T21,1uM RA D3-D5,D10,S3T21 _D10_RA_2,F,2,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_2,1,Set3,SAB36,10
Set3_SAB37,0.05100760282128791,curated_hh_activity,SAB37,D21,No Treatment,D3,S3D21_D3_ctrl_3,F,3,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_3,1,Set3,SAB37,3
Set3_SAB38,0.05391591096455073,curated_hh_activity,SAB38,T21,No Treatment,D3,S3T21 _D3 _ctrl_3,F,3,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_3,1,Set3,SAB38,3
Set3_SAB39,0.11714298800036638,curated_hh_activity,SAB39,D21,No Treatment,D4,S3D21_D4_ctrl_3,F,3,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_3,1,Set3,SAB39,4
Set3_SAB40,0.13138682788311806,curated_hh_activity,SAB40,T21,No Treatment,D4,S3T21 _D4 _ctrl_3,F,3,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_3,1,Set3,SAB40,4
Set3_SAB41,0.17013831638728583,curated_hh_activity,SAB41,D21,1uM RA D3-D5,D4,S3D21_D4_RA_3,F,3,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_3,1,Set3,SAB41,4
Set3_SAB42,0.17597325272510767,curated_hh_activity,SAB42,T21,1uM RA D3-D5,D4,S3T21 _D4_RA_3,F,3,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_3,1,Set3,SAB42,4
Set3_SAB43,0.14620316936887423,curated_hh_activity,SAB43,D21,No Treatment,D6,S3D21_D6_ctrl_3,F,3,CTRL,D21_CTRL,D21_D6,D21_D6_CTRL,D21_D6_CTRL_3,1,Set3,SAB43,6
Set3_SAB44,0.1406979939543831,curated_hh_activity,SAB44,T21,No Treatment,D6,S3T21 _D6_ctrl_3,F,3,CTRL,T21_CTRL,T21_D6,T21_D6_CTRL,T21_D6_CTRL_3,1,Set3,SAB44,6
Set3_SAB45,0.1681276907575342,curated_hh_activity,SAB45,D21,1uM RA D3-D5,D6,S3D21_D6_RA_3,F,3,RA,D21_RA,D21_D6,D21_D6_RA,D21_D6_RA_3,1,Set3,SAB45,6
Set3_SAB46,0.16128057158560039,curated_hh_activity,SAB46,T21,1uM RA D3-D5,D6,S3T21 _D6_RA_3,F,3,RA,T21_RA,T21_D6,T21_D6_RA,T21_D6_RA_3,1,Set3,SAB46,6
Set3_SAB47,0.11573692406338743,curated_hh_activity,SAB47,D21,No Treatment,D8,S3D21_D8_ctrl_3,F,3,CTRL,D21_CTRL,D21_D8,D21_D8_CTRL,D21_D8_CTRL_3,1,Set3,SAB47,8
Set3_SAB48,0.10182742511679033,curated_hh_activity,SAB48,T21,No Treatment,D8,S3T21 _D8_ctrl_3,F,3,CTRL,T21_CTRL,T21_D8,T21_D8_CTRL,T21_D8_CTRL_3,1,Set3,SAB48,8
Set3_SAB49,0.11096455070074196,curated_hh_activity,SAB49,D21,1uM RA D3-D5,D8,S3D21_D8_RA_3,F,3,RA,D21_RA,D21_D8,D21_D8_RA,D21_D8_RA_3,1,Set3,SAB49,8
Set3_SAB50,0.09205825776312171,curated_hh_activity,SAB50,T21,1uM RA D3-D5,D8,S3T21 _D8_RA_3,F,3,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_3,1,Set3,SAB50,8
Set3_SAB51,0.10418155170834487,curated_hh_activity,SAB51,D21,No Treatment,D10,S3D21_D10_ctrl_3,F,3,CTRL,D21_CTRL,D21_D10,D21_D10_CTRL,D21_D10_CTRL_3,1,Set3,SAB51,10
Set3_SAB52,0.0959924887789686,curated_hh_activity,SAB52,T21,No Treatment,D10,S3T21 _D10_ctrl_3,F,3,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_3,1,Set3,SAB52,10
Set3_SAB53,0.13941101035082903,curated_hh_activity,SAB53,D21,1uM RA D3-D5,D10,S3D21_D10_RA_3,F,3,RA,D21_RA,D21_D10,D21_D10_RA,D21_D10_RA_3,1,Set3,SAB53,10
Set3_SAB54,0.09368874232847846,curated_hh_activity,SAB54,T21,1uM RA D3-D5,D10,S3T21 _D10_RA_3,F,3,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_3,1,Set3,SAB54,10
Set4_SAB01,0.03283411193551333,curated_hh_activity,SAB01,D21,No Treatment,D3,S4D21_D3_NT_1,M,1,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_1,1,Set4,SAB01,3
Set4_SAB02,0.07330310524869466,curated_hh_activity,SAB02,T21,No Treatment,D3,S4T21_D3_NT_1,M,1,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_1,1,Set4,SAB02,3
Set4_SAB03,0.13731336447742049,curated_hh_activity,SAB03,D21,No Treatment,D4,S4D21_D4_NT_1,M,1,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_1,1,Set4,SAB03,4
Set4_SAB04,0.1370110836310341,curated_hh_activity,SAB04,T21,No Treatment,D4,S4T21_D4_NT_1,M,1,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_1,1,Set4,SAB04,4
Set4_SAB05,0.17840981954749469,curated_hh_activity,SAB05,D21,1uM RA D3-D5,D4,S4D21_D4_RA_1,M,1,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_1,1,Set4,SAB05,4
Set4_SAB06,0.1676513694238344,curated_hh_activity,SAB06,T21,1uM RA D3-D5,D4,S4T21_D4_RA_1,M,1,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_1,1,Set4,SAB06,4
Set4_SAB07,0.23524319868095633,curated_hh_activity,SAB07,D21,No Treatment,D6,S4D21_D6_NT_1,M,1,CTRL,D21_CTRL,D21_D6,D21_D6_CTRL,D21_D6_CTRL_1,1,Set4,SAB07,6
Set4_SAB08,0.2327150316020885,curated_hh_activity,SAB08,T21,No Treatment,D6,S4T21_D6_NT_1,M,1,CTRL,T21_CTRL,T21_D6,T21_D6_CTRL,T21_D6_CTRL_1,1,Set4,SAB08,6
