sampleID_unique,score,module,sampleID,genotype,treatment_protocol,timepoint,fullSampleID,sex,experimentalBatch,treatment,genotype_treatment,genotype_timepoint,genotype_timepoint_treatment,genotype_timepoint_treatment_batch,seq_run,cell_set,sampleID_original,day_num
Set3_SAB20,-0.1138109279522524,deBono_a3_atrial,SAB20,T21,No Treatment,D3,S3T21 _D3 _ctrl_2,F,2,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_2,1,Set3,SAB20,3
Set3_SAB21,-0.06519646156032399,deBono_a3_atrial,SAB21,D21,No Treatment,D4,S3D21_D4_ctrl_2,F,2,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_2,1,Set3,SAB21,4
Set3_SAB22,-0.07862370328264884,deBono_a3_atrial,SAB22,T21,No Treatment,D4,S3T21 _D4 _ctrl_2,F,2,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_2,1,Set3,SAB22,4
Set3_SAB23,-0.08634183600966322,deBono_a3_atrial,SAB23,D21,1uM RA D3-D5,D4,S3D21_D4_RA_2,F,2,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_2,1,Set3,SAB23,4
Set3_SAB24,-0.0678627255932926,deBono_a3_atrial,SAB24,T21,1uM RA D3-D5,D4,S3T21 _D4_RA_2,F,2,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_2,1,Set3,SAB24,4
Set3_SAB25,-0.055344962341907056,deBono_a3_atrial,SAB25,D21,No Treatment,D6,S3D21_D6_ctrl_2,F,2,CTRL,D21_CTRL,D21_D6,D21_D6_CTRL,D21_D6_CTRL_2,1,Set3,SAB25,6
Set3_SAB26,-0.04679018047463407,deBono_a3_atrial,SAB26,T21,No Treatment,D6,S3T21 _D6_ctrl_2,F,2,CTRL,T21_CTRL,T21_D6,T21_D6_CTRL,T21_D6_CTRL_2,1,Set3,SAB26,6
Set3_SAB27,-0.06167578513571126,deBono_a3_atrial,SAB27,D21,1uM RA D3-D5,D6,S3D21_D6_RA_2,F,2,RA,D21_RA,D21_D6,D21_D6_RA,D21_D6_RA_2,1,Set3,SAB27,6
Set3_SAB28,-0.02657915304817393,deBono_a3_atrial,SAB28,T21,1uM RA D3-D5,D6,S3T21 _D6_RA_2,F,2,RA,T21_RA,T21_D6,T21_D6_RA,T21_D6_RA_2,1,Set3,SAB28,6
Set3_SAB29,-0.02779060679266737,deBono_a3_atrial,SAB29,D21,No Treatment,D8,S3D21_D8_ctrl_2,F,2,CTRL,D21_CTRL,D21_D8,D21_D8_CTRL,D21_D8_CTRL_2,1,Set3,SAB29,8
Set3_SAB30,-0.03319063521386956,deBono_a3_atrial,SAB30,T21,No Treatment,D8,S3T21 _D8_ctrl_2,F,2,CTRL,T21_CTRL,T21_D8,T21_D8_CTRL,T21_D8_CTRL_2,1,Set3,SAB30,8
Set3_SAB31,-0.025405002131590193,deBono_a3_atrial,SAB31,D21,1uM RA D3-D5,D8,S3D21_D8_RA_2,F,2,RA,D21_RA,D21_D8,D21_D8_RA,D21_D8_RA_2,1,Set3,SAB31,8
Set3_SAB32,-0.00517798777888312,deBono_a3_atrial,SAB32,T21,1uM RA D3-D5,D8,S3T21 _D8_RA_2,F,2,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_2,1,Set3,SAB32,8
Set3_SAB33,-0.03646084979394626,deBono_a3_atrial,SAB33,D21,No Treatment,D10,S3D21_D10_ctrl_2,F,2,CTRL,D21_CTRL,D21_D10,D21_D10_CTRL,D21_D10_CTRL_2,1,Set3,SAB33,10
Set3_SAB34,-0.03694045758135567,deBono_a3_atrial,SAB34,T21,No Treatment,D10,S3T21 _D10_ctrl_2,F,2,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_2,1,Set3,SAB34,10
Set3_SAB35,-0.011046966036663386,deBono_a3_atrial,SAB35,D21,1uM RA D3-D5,D10,S3D21_D10_RA_2,F,2,RA,D21_RA,D21_D10,D21_D10_RA,D21_D10_RA_2,1,Set3,SAB35,10
Set3_SAB36,-0.028803112121642716,deBono_a3_atrial,SAB36,T21,1uM RA D3-D5,D10,S3T21 _D10_RA_2,F,2,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_2,1,Set3,SAB36,10
Set3_SAB37,-0.11915233764388233,deBono_a3_atrial,SAB37,D21,No Treatment,D3,S3D21_D3_ctrl_3,F,3,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_3,1,Set3,SAB37,3
Set3_SAB38,-0.1118871678271991,deBono_a3_atrial,SAB38,T21,No Treatment,D3,S3T21 _D3 _ctrl_3,F,3,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_3,1,Set3,SAB38,3
Set3_SAB39,-0.08924968026147506,deBono_a3_atrial,SAB39,D21,No Treatment,D4,S3D21_D4_ctrl_3,F,3,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_3,1,Set3,SAB39,4
Set3_SAB40,-0.09559293733124913,deBono_a3_atrial,SAB40,T21,No Treatment,D4,S3T21 _D4 _ctrl_3,F,3,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_3,1,Set3,SAB40,4
Set3_SAB41,-0.09203495807872669,deBono_a3_atrial,SAB41,D21,1uM RA D3-D5,D4,S3D21_D4_RA_3,F,3,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_3,1,Set3,SAB41,4
Set3_SAB42,-0.09622708540571262,deBono_a3_atrial,SAB42,T21,1uM RA D3-D5,D4,S3T21 _D4_RA_3,F,3,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_3,1,Set3,SAB42,4
Set3_SAB43,-0.06737423618019045,deBono_a3_atrial,SAB43,D21,No Treatment,D6,S3D21_D6_ctrl_3,F,3,CTRL,D21_CTRL,D21_D6,D21_D6_CTRL,D21_D6_CTRL_3,1,Set3,SAB43,6
Set3_SAB44,-0.05476055137132296,deBono_a3_atrial,SAB44,T21,No Treatment,D6,S3T21 _D6_ctrl_3,F,3,CTRL,T21_CTRL,T21_D6,T21_D6_CTRL,T21_D6_CTRL_3,1,Set3,SAB44,6
Set3_SAB45,-0.06171486428875944,deBono_a3_atrial,SAB45,D21,1uM RA D3-D5,D6,S3D21_D6_RA_3,F,3,RA,D21_RA,D21_D6,D21_D6_RA,D21_D6_RA_3,1,Set3,SAB45,6
Set3_SAB46,-0.0442873383544124,deBono_a3_atrial,SAB46,T21,1uM RA D3-D5,D6,S3T21 _D6_RA_3,F,3,RA,T21_RA,T21_D6,T21_D6_RA,T21_D6_RA_3,1,Set3,SAB46,6
Set3_SAB47,-0.02957581355691352,deBono_a3_atrial,SAB47,D21,No Treatment,D8,S3D21_D8_ctrl_3,F,3,CTRL,D21_CTRL,D21_D8,D21_D8_CTRL,D21_D8_CTRL_3,1,Set3,SAB47,8
Set3_SAB48,-0.03703637913883756,deBono_a3_atrial,SAB48,T21,No Treatment,D8,S3T21 _D8_ctrl_3,F,3,CTRL,T21_CTRL,T21_D8,T21_D8_CTRL,T21_D8_CTRL_3,1,Set3,SAB48,8
Set3_SAB49,-0.01127966462981378,deBono_a3_atrial,SAB49,D21,1uM RA D3-D5,D8,S3D21_D8_RA_3,F,3,RA,D21_RA,D21_D8,D21_D8_RA,D21_D8_RA_3,1,Set3,SAB49,8
Set3_SAB50,-0.003678769361944001,deBono_a3_atrial,SAB50,T21,1uM RA D3-D5,D8,S3T21 _D8_RA_3,F,3,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_3,1,Set3,SAB50,8
Set3_SAB51,-0.040011723745914496,deBono_a3_atrial,SAB51,D21,No Treatment,D10,S3D21_D10_ctrl_3,F,3,CTRL,D21_CTRL,D21_D10,D21_D10_CTRL,D21_D10_CTRL_3,1,Set3,SAB51,10
Set3_SAB52,-0.03324392496802614,deBono_a3_atrial,SAB52,T21,No Treatment,D10,S3T21 _D10_ctrl_3,F,3,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_3,1,Set3,SAB52,10
Set3_SAB53,-0.020855833451755013,deBono_a3_atrial,SAB53,D21,1uM RA D3-D5,D10,S3D21_D10_RA_3,F,3,RA,D21_RA,D21_D10,D21_D10_RA,D21_D10_RA_3,1,Set3,SAB53,10
Set3_SAB54,-0.028044621287480476,deBono_a3_atrial,SAB54,T21,1uM RA D3-D5,D10,S3T21 _D10_RA_3,F,3,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_3,1,Set3,SAB54,10
Set4_SAB01,-0.11220157737672304,deBono_a3_atrial,SAB01,D21,No Treatment,D3,S4D21_D3_NT_1,M,1,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_1,1,Set4,SAB01,3
Set4_SAB02,-0.09962164274548813,deBono_a3_atrial,SAB02,T21,No Treatment,D3,S4T21_D3_NT_1,M,1,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_1,1,Set4,SAB02,3
Set4_SAB03,-0.08073930652266592,deBono_a3_atrial,SAB03,D21,No Treatment,D4,S4D21_D4_NT_1,M,1,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_1,1,Set4,SAB03,4
Set4_SAB04,-0.075198948415518,deBono_a3_atrial,SAB04,T21,No Treatment,D4,S4T21_D4_NT_1,M,1,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_1,1,Set4,SAB04,4
Set4_SAB05,-0.10527568566150347,deBono_a3_atrial,SAB05,D21,1uM RA D3-D5,D4,S4D21_D4_RA_1,M,1,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_1,1,Set4,SAB05,4
Set4_SAB06,-0.10414061389796786,deBono_a3_atrial,SAB06,T21,1uM RA D3-D5,D4,S4T21_D4_RA_1,M,1,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_1,1,Set4,SAB06,4
Set4_SAB07,-0.07205662924541711,deBono_a3_atrial,SAB07,D21,No Treatment,D6,S4D21_D6_NT_1,M,1,CTRL,D21_CTRL,D21_D6,D21_D6_CTRL,D21_D6_CTRL_1,1,Set4,SAB07,6
Set4_SAB08,-0.06545402870541428,deBono_a3_atrial,SAB08,T21,No Treatment,D6,S4T21_D6_NT_1,M,1,CTRL,T21_CTRL,T21_D6,T21_D6_CTRL,T21_D6_CTRL_1,1,Set4,SAB08,6
Set4_SAB09,-0.07601072900383682,deBono_a3_atrial,SAB09,D21,1uM RA D3-D5,D6,S4D21_D6_RA_1,M,1,RA,D21_RA,D21_D6,D21_D6_RA,D21_D6_RA_1,1,Set4,SAB09,6
Set4_SAB10,-0.07648323149069208,deBono_a3_atrial,SAB10,T21,1uM RA D3-D5,D6,S4T21_D6_RA_1,M,1,RA,T21_RA,T21_D6,T21_D6_RA,T21_D6_RA_1,1,Set4,SAB10,6
Set4_SAB12,-0.11577199090521528,deBono_a3_atrial,SAB12,T21,No Treatment,D3,S4T21_D3_NT_3,M,3,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_3,1,Set4,SAB12,3
Set4_SAB14,-0.08360984794656812,deBono_a3_atrial,SAB14,T21,No Treatment,D4,S4T21_D4_NT_3,M,3,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_3,1,Set4,SAB14,4
Set4_SAB16,-0.10913208753730286,deBono_a3_atrial,SAB16,T21,1uM RA D3-D5,D4,S4T21_D4_RA_3,M,3,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_3,1,Set4,SAB16,4
Set4_SAB18,-0.07128215148500777,deBono_a3_atrial,SAB18,T21,No Treatment,D6,S4T21_D6_NT_3,M,3,CTRL,T21_CTRL,T21_D6,T21_D6_CTRL,T21_D6_CTRL_3,1,Set4,SAB18,6
Set4_SAB20,-0.06664239022310642,deBono_a3_atrial,SAB20,T21,1uM RA D3-D5,D6,S4T21_D6_RA_3,M,3,RA,T21_RA,T21_D6,T21_D6_RA,T21_D6_RA_3,1,Set4,SAB20,6
Set4_SAB21,-0.10148678414096918,deBono_a3_atrial,SAB21,D21,No Treatment,D3,S4D21_D3_NT_4,M,4,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_4,1,Set4,SAB21,3
Set4_SAB22,-0.10639121784851496,deBono_a3_atrial,SAB22,T21,No Treatment,D3,S4T21_D3_NT_4,M,4,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_4,1,Set4,SAB22,3
Set4_SAB23,-0.09097982094642604,deBono_a3_atrial,SAB23,D21,No Treatment,D4,S4D21_D4_NT_4,M,4,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_4,1,Set4,SAB23,4
Set4_SAB24,-0.08159549523944865,deBono_a3_atrial,SAB24,T21,No Treatment,D4,S4T21_D4_NT_4,M,4,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_4,1,Set4,SAB24,4
Set4_SAB25,-0.11127255932925967,deBono_a3_atrial,SAB25,D21,1uM RA D3-D5,D4,S4D21_D4_RA_4,M,4,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_4,1,Set4,SAB25,4
Set4_SAB26,-0.10680687793093652,deBono_a3_atrial,SAB26,T21,1uM RA D3-D5,D4,S4T21_D4_RA_4,M,4,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_4,1,Set4,SAB26,4
Set4_SAB61,-0.06787160721898539,deBono_a3_atrial,SAB61,D21,No Treatment,D6,S4D21_D6_NT_4,M,4,CTRL,D21_CTRL,D21_D6,D21_D6_CTRL,D21_D6_CTRL_4,2,Set4,SAB61,6
Set4_SAB62,-0.06620541423902232,deBono_a3_atrial,SAB62,T21,No Treatment,D6,S4T21_D6_NT_4,M,4,CTRL,T21_CTRL,T21_D6,T21_D6_CTRL,T21_D6_CTRL_4,2,Set4,SAB62,6
Set4_SAB63,-0.0776165269290891,deBono_a3_atrial,SAB63,D21,1uM RA D3-D5,D6,S4D21_D6_RA_4,M,4,RA,D21_RA,D21_D6,D21_D6_RA,D21_D6_RA_4,2,Set4,SAB63,6
Set4_SAB64,-0.07369972999857893,deBono_a3_atrial,SAB64,T21,1uM RA D3-D5,D6,S4T21_D6_RA_4,M,4,RA,T21_RA,T21_D6,T21_D6_RA,T21_D6_RA_4,2,Set4,SAB64,6
Set4_SAB65,-0.03732947278669885,deBono_a3_atrial,SAB65,D21,No Treatment,D8,S4D21_D8_NT_1,M,1,CTRL,D21_CTRL,D21_D8,D21_D8_CTRL,D21_D8_CTRL_1,2,Set4,SAB65,8
Set4_SAB66,-0.03834730709108991,deBono_a3_atrial,SAB66,T21,No Treatment,D8,S4T21_D8_NT_1,M,1,CTRL,T21_CTRL,T21_D8,T21_D8_CTRL,T21_D8_CTRL_1,2,Set4,SAB66,8
Set4_SAB67,-0.0191310217422197,deBono_a3_atrial,SAB67,D21,1uM RA D3-D5,D8,S4D21_D8_RA_1,M,1,RA,D21_RA,D21_D8,D21_D8_RA,D21_D8_RA_1,2,Set4,SAB67,8
Set4_SAB68,-0.012961844536023837,deBono_a3_atrial,SAB68,T21,1uM RA D3-D5,D8,S4T21_D8_RA_1,M,1,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_1,2,Set4,SAB68,8
Set4_SAB69,-0.02503197385249395,deBono_a3_atrial,SAB69,D21,No Treatment,D10,S4D21_D10_NT_1,M,1,CTRL,D21_CTRL,D21_D10,D21_D10_CTRL,D21_D10_CTRL_1,2,Set4,SAB69,10
Set4_SAB70,-0.028167187722040632,deBono_a3_atrial,SAB70,T21,No Treatment,D10,S4T21_D10_NT_1,M,1,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_1,2,Set4,SAB70,10
Set4_SAB71,-0.0066985220974846715,deBono_a3_atrial,SAB71,D21,1uM RA D3-D5,D10,S4D21_D10_RA_1,M,1,RA,D21_RA,D21_D10,D21_D10_RA,D21_D10_RA_1,2,Set4,SAB71,10
Set4_SAB72,-0.014365141395481063,deBono_a3_atrial,SAB72,T21,1uM RA D3-D5,D10,S4T21_D10_RA_1,M,1,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_1,2,Set4,SAB72,10
Set4_SAB74,-0.04129067784567281,deBono_a3_atrial,SAB74,T21,No Treatment,D8,S4T21_D8_NT_3,M,3,CTRL,T21_CTRL,T21_D8,T21_D8_CTRL,T21_D8_CTRL_3,2,Set4,SAB74,8
Set4_SAB76,-0.014096916299559448,deBono_a3_atrial,SAB76,T21,1uM RA D3-D5,D8,S4T21_D8_RA_3,M,3,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_3,2,Set4,SAB76,8
Set4_SAB78,-0.03592084695182607,deBono_a3_atrial,SAB78,T21,No Treatment,D10,S4T21_D10_NT_3,M,3,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_3,2,Set4,SAB78,10
Set4_SAB80,-0.02455591871536167,deBono_a3_atrial,SAB80,T21,1uM RA D3-D5,D10,S4T21_D10_RA_3,M,3,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_3,2,Set4,SAB80,10
Set4_SAB81,-0.041407915304817355,deBono_a3_atrial,SAB81,D21,No Treatment,D8,S4D21_D8_NT_4,M,4,CTRL,D21_CTRL,D21_D8,D21_D8_CTRL,D21_D8_CTRL_4,2,Set4,SAB81,8
Set4_SAB82,-0.030410686372033535,deBono_a3_atrial,SAB82,T21,No Treatment,D8,S4T21_D8_NT_4,M,4,CTRL,T21_CTRL,T21_D8,T21_D8_CTRL,T21_D8_CTRL_4,2,Set4,SAB82,8
Set4_SAB83,-0.011409336364928246,deBono_a3_atrial,SAB83,D21,1uM RA D3-D5,D8,S4D21_D8_RA_4,M,4,RA,D21_RA,D21_D8,D21_D8_RA,D21_D8_RA_4,2,Set4,SAB83,8
Set4_SAB84,-0.01242717066931931,deBono_a3_atrial,SAB84,T21,1uM RA D3-D5,D8,S4T21_D8_RA_4,M,4,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_4,2,Set4,SAB84,8
Set4_SAB85,-0.03434702287906782,deBono_a3_atrial,SAB85,D21,No Treatment,D10,S4D21_D10_NT_4,M,4,CTRL,D21_CTRL,D21_D10,D21_D10_CTRL,D21_D10_CTRL_4,2,Set4,SAB85,10
Set4_SAB86,-0.04367272985647297,deBono_a3_atrial,SAB86,T21,No Treatment,D10,S4T21_D10_NT_4,M,4,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_4,2,Set4,SAB86,10
Set4_SAB87,-0.004854696603666386,deBono_a3_atrial,SAB87,D21,1uM RA D3-D5,D10,S4D21_D10_RA_4,M,4,RA,D21_RA,D21_D10,D21_D10_RA,D21_D10_RA_4,2,Set4,SAB87,10
Set4_SAB88,-0.018267727724882776,deBono_a3_atrial,SAB88,T21,1uM RA D3-D5,D10,S4T21_D10_RA_4,M,4,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_4,2,Set4,SAB88,10
Set3_SAB01,-0.037303228576917424,deBono_a4_atrial,SAB01,D21,No Treatment,D3,S3D21_D3_ctrl_1,F,1,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_1,1,Set3,SAB01,3
Set3_SAB02,-0.05156315331502642,deBono_a4_atrial,SAB02,T21,No Treatment,D3,S3T21 _D3 _ctrl_1,F,1,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_1,1,Set3,SAB02,3
Set3_SAB03,-0.023599857612638553,deBono_a4_atrial,SAB03,D21,No Treatment,D4,S3D21_D4_ctrl_1,F,1,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_1,1,Set3,SAB03,4
Set3_SAB04,-0.038598558045450926,deBono_a4_atrial,SAB04,T21,No Treatment,D4,S3T21 _D4 _ctrl_1,F,1,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_1,1,Set3,SAB04,4
Set3_SAB05,-0.021404719123978677,deBono_a4_atrial,SAB05,D21,1uM RA D3-D5,D4,S3D21_D4_RA_1,F,1,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_1,1,Set3,SAB05,4
Set3_SAB06,-0.030041190629555514,deBono_a4_atrial,SAB06,T21,1uM RA D3-D5,D4,S3T21 _D4_RA_1,F,1,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_1,1,Set3,SAB06,4
Set3_SAB07,-0.0069865862065069395,deBono_a4_atrial,SAB07,D21,No Treatment,D6,S3D21_D6_ctrl_1,F,1,CTRL,D21_CTRL,D21_D6,D21_D6_CTRL,D21_D6_CTRL_1,1,Set3,SAB07,6
Set3_SAB08,-0.014248624153868739,deBono_a4_atrial,SAB08,T21,No Treatment,D6,S3T21 _D6_ctrl_1,F,1,CTRL,T21_CTRL,T21_D6,T21_D6_CTRL,T21_D6_CTRL_1,1,Set3,SAB08,6
Set3_SAB09,-0.002455051926184615,deBono_a4_atrial,SAB09,D21,1uM RA D3-D5,D6,S3D21_D6_RA_1,F,1,RA,D21_RA,D21_D6,D21_D6_RA,D21_D6_RA_1,1,Set3,SAB09,6
Set3_SAB10,0.008599744606796245,deBono_a4_atrial,SAB10,T21,1uM RA D3-D5,D6,S3T21 _D6_RA_1,F,1,RA,T21_RA,T21_D6,T21_D6_RA,T21_D6_RA_1,1,Set3,SAB10,6
Set3_SAB11,0.013680769795798464,deBono_a4_atrial,SAB11,D21,No Treatment,D8,S3D21_D8_ctrl_1,F,1,CTRL,D21_CTRL,D21_D8,D21_D8_CTRL,D21_D8_CTRL_1,1,Set3,SAB11,8
Set3_SAB12,0.009529217660553035,deBono_a4_atrial,SAB12,T21,No Treatment,D8,S3T21 _D8_ctrl_1,F,1,CTRL,T21_CTRL,T21_D8,T21_D8_CTRL,T21_D8_CTRL_1,1,Set3,SAB12,8
Set3_SAB13,0.04148726989185347,deBono_a4_atrial,SAB13,D21,1uM RA D3-D5,D8,S3D21_D8_RA_1,F,1,RA,D21_RA,D21_D8,D21_D8_RA,D21_D8_RA_1,1,Set3,SAB13,8
Set3_SAB14,0.05673034545886024,deBono_a4_atrial,SAB14,T21,1uM RA D3-D5,D8,S3T21 _D8_RA_1,F,1,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_1,1,Set3,SAB14,8
Set3_SAB15,0.009948751850470727,deBono_a4_atrial,SAB15,D21,No Treatment,D10,S3D21_D10_ctrl_1,F,1,CTRL,D21_CTRL,D21_D10,D21_D10_CTRL,D21_D10_CTRL_1,1,Set3,SAB15,10
Set3_SAB16,-8.983964470962724e-4,deBono_a4_atrial,SAB16,T21,No Treatment,D10,S3T21 _D10_ctrl_1,F,1,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_1,1,Set3,SAB16,10
Set3_SAB17,0.050896418844854296,deBono_a4_atrial,SAB17,D21,1uM RA D3-D5,D10,S3D21_D10_RA_1,F,1,RA,D21_RA,D21_D10,D21_D10_RA,D21_D10_RA_1,1,Set3,SAB17,10
Set3_SAB18,0.04245346984439091,deBono_a4_atrial,SAB18,T21,1uM RA D3-D5,D10,S3T21 _D10_RA_1,F,1,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_1,1,Set3,SAB18,10
Set3_SAB19,-0.018664327445728934,deBono_a4_atrial,SAB19,D21,No Treatment,D3,S3D21_D3_ctrl_2,F,2,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_2,1,Set3,SAB19,3
Set3_SAB20,-0.03397803166423702,deBono_a4_atrial,SAB20,T21,No Treatment,D3,S3T21 _D3 _ctrl_2,F,2,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_2,1,Set3,SAB20,3
Set3_SAB21,0.007264863093421892,deBono_a4_atrial,SAB21,D21,No Treatment,D4,S3D21_D4_ctrl_2,F,2,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_2,1,Set3,SAB21,4
Set3_SAB22,0.0035596840356646453,deBono_a4_atrial,SAB22,T21,No Treatment,D4,S3T21 _D4 _ctrl_2,F,2,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_2,1,Set3,SAB22,4
Set3_SAB23,0.007591167463357862,deBono_a4_atrial,SAB23,D21,1uM RA D3-D5,D4,S3D21_D4_RA_2,F,2,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_2,1,Set3,SAB23,4
Set3_SAB24,0.012861477438383617,deBono_a4_atrial,SAB24,T21,1uM RA D3-D5,D4,S3T21 _D4_RA_2,F,2,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_2,1,Set3,SAB24,4
Set3_SAB25,-2.3872484207437816e-4,deBono_a4_atrial,SAB25,D21,No Treatment,D6,S3D21_D6_ctrl_2,F,2,CTRL,D21_CTRL,D21_D6,D21_D6_CTRL,D21_D6_CTRL_2,1,Set3,SAB25,6
Set3_SAB26,-0.014933722073431244,deBono_a4_atrial,SAB26,T21,No Treatment,D6,S3T21 _D6_ctrl_2,F,2,CTRL,T21_CTRL,T21_D6,T21_D6_CTRL,T21_D6_CTRL_2,1,Set3,SAB26,6
Set3_SAB27,0.012915155213524487,deBono_a4_atrial,SAB27,D21,1uM RA D3-D5,D6,S3D21_D6_RA_2,F,2,RA,D21_RA,D21_D6,D21_D6_RA,D21_D6_RA_2,1,Set3,SAB27,6
Set3_SAB28,0.020801550440157746,deBono_a4_atrial,SAB28,T21,1uM RA D3-D5,D6,S3T21 _D6_RA_2,F,2,RA,T21_RA,T21_D6,T21_D6_RA,T21_D6_RA_2,1,Set3,SAB28,6
Set3_SAB29,0.02372133889322081,deBono_a4_atrial,SAB29,D21,No Treatment,D8,S3D21_D8_ctrl_2,F,2,CTRL,D21_CTRL,D21_D8,D21_D8_CTRL,D21_D8_CTRL_2,1,Set3,SAB29,8
Set3_SAB30,-0.012156603496400742,deBono_a4_atrial,SAB30,T21,No Treatment,D8,S3T21 _D8_ctrl_2,F,2,CTRL,T21_CTRL,T21_D8,T21_D8_CTRL,T21_D8_CTRL_2,1,Set3,SAB30,8
Set3_SAB31,0.05203495270705494,deBono_a4_atrial,SAB31,D21,1uM RA D3-D5,D8,S3D21_D8_RA_2,F,2,RA,D21_RA,D21_D8,D21_D8_RA,D21_D8_RA_2,1,Set3,SAB31,8
Set3_SAB32,0.06611406809732068,deBono_a4_atrial,SAB32,T21,1uM RA D3-D5,D8,S3T21 _D8_RA_2,F,2,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_2,1,Set3,SAB32,8
Set3_SAB33,0.01273434586568123,deBono_a4_atrial,SAB33,D21,No Treatment,D10,S3D21_D10_ctrl_2,F,2,CTRL,D21_CTRL,D21_D10,D21_D10_CTRL,D21_D10_CTRL_2,1,Set3,SAB33,10
Set3_SAB34,-0.012659479495089887,deBono_a4_atrial,SAB34,T21,No Treatment,D10,S3T21 _D10_ctrl_2,F,2,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_2,1,Set3,SAB34,10
Set3_SAB35,0.06742211072312443,deBono_a4_atrial,SAB35,D21,1uM RA D3-D5,D10,S3D21_D10_RA_2,F,2,RA,D21_RA,D21_D10,D21_D10_RA,D21_D10_RA_2,1,Set3,SAB35,10
Set3_SAB36,0.036814478308528575,deBono_a4_atrial,SAB36,T21,1uM RA D3-D5,D10,S3T21 _D10_RA_2,F,2,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_2,1,Set3,SAB36,10
